,Id,Gender,Age,Topic,Sentence
8233,561,M,40-49,SPORTS,"Lassa stare va... Che va a finire che fai le classifiche tennistiche, ...e mi ritrovo con altre posizioni in meno!  E' che noi siamo vecchi... paleontologici... e quindi saggi, ed in grado di reggere il peso dei bassifondi. Altri frignerebbero come poppanti!  (P.S. Lo levate il mio mrgreen vicino all'ombrellone, ché con 'sti giorni piovosi 'un c'entra una cippalippa?  )"
8234,995,M,30-39,METAL-DETECTING,Ciao che cosa vi sembrano queste ?? La prima sembra una spoletta ma non so bene perché non sono un gran intenditore....
8235,877,M,20-29,SPORTS,"Voglio vedere se con la doppietta di Ronaldo parleranno dello schifo di Douglas Costa. Se l’avesse fatta Insigne na cosa del genere ci avrebbero scartavetrato i coglioni per un mese ed avrebbero fatto pure un documentario sugli scugnizzi di Scampia e dei Quartieri Spagnoli. Voglio proprio vedere cosa diranno, adesso."
8236,855,F,20-29,SPORTS,"No, la morte del suo personaggio in GOT è stata sofferenza allo stato puro."
8237,665,M,40-49,AUTO-MOTO,"E' il telaio di un Negrini Harvard. Il paracatena è il suo, i parafanghi forse visto che la bandierina è la sua, anche se coperta di rosso. Il resto, motore in primis, è clamorosamente pasticciato; direi messo insieme con quel che c'era."
8238,948,F,0-19,ANIME,"Infatti gli ultimi avvenimenti sono circa degli anni 90, perché il primo volumetto è uscito in Giappone nel 1976 e Maya aveva 13 anni. Ora negli ultimi Maya ha circa 25 anni, ciò significa che nella storia sono passati una decina d'anni. Quando dicevo che la storia è ambientata una trentina di anni fa mi riferivo ai primi volumi, quelli del 1980 ^^"
8239,1056,M,40-49,SMOKE,"Ho finito a fatica una scatola di Maremmano, non mi spertico in recensioni, posso solo affermare che il Sementa appena uscito era molto meglio di questo. P.S. io cerco sempre di valutare oggettivamente i pro ed i contro di ogni sigaro o tabacco che fumo, non è sempre facile, ma su questo prodotto non ho dubbi, fresco di uscita sa di poco, in affinamento non saprà di nulla (vedasi Sementa)."
8240,232,M,50-100,SPORTS,"La cosa della pancia piena di bigatti è successo tante volte di vederla, ma anche quella vuota. Il secondo caso può essere solo perché è accostata da poco in pastura. La prima credo che l'unica risposta sia che se ha fame diventa vorace ed entra in pastura. Da qui per me la necessità di pasturare. Massimo, il cefalo è un combattente instancabile e divertente. A me a ledgering in genere la spigola dopo una grossa sfuriata iniziale, più o meno dopo è quasi fatta, a meno di sorprese sotto quando vede il guadino. Ma quante prove,quanti rischi con i finali esili, quante strette di fondo schiena e cappotti prima di vedere qualche risultato costante. Vorrei chiedere a Marco se gli è mai capitato,come è capitato tre anni fa a me, che le spigole si comportassero tutte, dalla più piccola alla più grande, come i Cefali. Cioè testate continue, affondate, partenze e ripartenze a favore come contro corrente. E poi una stretta di cu... continua per guadinarle"
8241,147,M,0-19,METAL-DETECTING,le palle di piombo sono da moschetto a canna liscia
8242,730,F,30-39,ANIME,Ti ricordo che qualsiasi bollino che ricevi devi linkarlo qui cosi che lo staff possa aggiornarti i bollini  :   Totale bollini raccolti: 13
8243,274,M,30-39,AUTO-MOTO,"il listino è sbagliato perchè qui a salerno città l'akrapovic di listino costa 540 euro,la 4road di listino 360 euro... sto parlando di marmitte per sh150i 2009"
8244,98,M,30-39,SPORTS,Da quello che ho capito saranno simili a quelle della Lazio
8245,125,M,20-29,SPORTS,"Voglio contribuire: Nome e Cognome:Angelo Casella Data di Nascita: 12/1/1994 Nazionalità (preferibilmente realistica):Italiana Ruoli (max 2) e funzione (es. terzino destro / terzino fluidificante):Terzino destro\ terzino-Terzino sinistro\esterno a piede invertito 5 aggettivi con cui ti descriveresti calcisticamente: Intelligente tatticamente,aggressivo,mediocre tecnicamente,non veloce(nemmeno lento xD) e carismatico Durata del contratto che firmi:1"
8246,779,M,40-49,AUTO-MOTO,ciao a tutti anche io resterei con quelli che ho scelto metteri forse: retrocamera anche se bastano i sensori meglio vederci bene... S-Line perche mi piace.... e poi....cerchi 19....ma quelli sono un mutuo.....
8247,392,F,40-49,MEDICINE-AESTHETICS,"Come promesso ho fatto anche la versione viso...più leggera CREMA SOLARE EASY spf 30 (viso) acqua 60,7 glicerina 1 xanthana 0,1 carbopol 30 0,4 sodio gluconato 0,2 SPF EASY 30 macerato oleoso di mallo e curcuma 2 macerato oleoso di urucum 3 tocoferolo 2 Cosgard 0,6 VERSIONE CORPO LA TROVATE QUI (ndr )"
8248,1061,M,40-49,AUTO-MOTO,complimenti ragazzi!!! non ho mai partecipato ad un vostro meeting ma spero di farlo presto!!!
8249,229,F,40-49,SPORTS,che delusione..  anche se cè stato un pareggio e ne sono contenta  il gioco del Napoli è stato deludente....
8250,1042,M,20-29,SPORTS,Da sempre tifoso McLaren. Dopo il disastro 2015 non si potrà fare peggio.
8251,880,M,50-100,AUTO-MOTO,"Ancora non ne abbiamo parlato a fondo, sull'argomento delle auto elettriche, o comunque con una discussione dedicata. Quindi ora è il momento. Domande : Il motore a scoppio è moribondo ? Davvero abbiamo bisogno di uccidere il diesel...e poi quello a benzina? Le auto elettriche, ad oggi sono realmente affidabili ? Il loro prezzo ne giustifica ""il green pensiero"" ? ...ecc.... Ma cosa c'è realmente dietro?  Il tutto mi scaturisce dal fatto che Porsche abbia deciso che tra 2 anni farà solo Macan elettriche !!!!! Già Porsche si era suicidata nel togliere il Macan diesel (la loro max vendita nel settore), ma tra un po toglierà anche il benzina. Solo elettriche. !!!!!! Comunque è una buona notizia per Land Rover, in fondo Porsche Macan era il suo concorrente più forte nella vendita di Evoque/Velar. Infatti LR ha lasciato tutti i motori diesel e benzina con un ""pezzetto"" di MH , ma proprio un pezzetto. Ora ha campo libero.....meglio cosi. (Ma chi sono i direttori/manager di Porsche oggi ? Stanlio & Ollio ? )"
8252,363,M,50-100,MEDICINE-AESTHETICS,vabbe'...la quantita' di dapo e' piu' ridotta rispetto al tadapox...quindi direi che chi vuole un effetto ritardante si butti sul tadapox...
8253,230,M,30-39,ANIME,Isamu 8 Faust Mix 12 Quello di taniguchi aspetterò commenti.
8254,123,M,50-100,AUTO-MOTO,"Winter Pack : Sedili e volante riscaldabili, parabrezza termico e tappetini all weather I 4 anni di garanzia ......sono un 2+2 L'ho presa d'importazione ( Austria )e li le garanzie di solito sono 4 anni Due anni quella ufficiale Altri due anni.....in teoria sono validi anche in Italia,ma se dovessi trovare il pignolo,dovrei prima pagare il dovuto, eppoi farmi rimborsare da Jeep Austria Sedili in pelle BELLI, anche se ho sentito dire molto delicati ( si screpolano ) Vedremo...... Grazie 7Broni"
8255,382,M,20-29,AUTO-MOTO,purtroppo devo venderla    ... su su dicci di piu del mezzo
8256,230,M,30-39,ANIME,Dosei mansion è quello che m'interessa di più. Gli altri li valuterò quando usciranno.
8257,171,M,40-49,ANIME,Riformulo la domanda. nessuno a parte emanu666 ha la possibilita' di scansionare i fascicoli o almeno le copertine ad una grandezza decente? Sul web non si trova una mazza grazie
8258,58,F,20-29,ANIME,"Ripensandoci, vorrei anche io il pack misto se posso*-* sicuramente mi potrà essere utile!"
8259,816,M,20-29,SPORTS,"Parallelamente (avendo lo stesso problema), dopo aver seguito alla lettera le istruzioni datemi in questo topic (purtroppo senza risolvere il problema), ho scelto di ricominciare completamente una nuova carriera. Questa volta però, ho deselezionato i ddt che avevo nell'altra partita (lasciando la skin). Ad ora (due mesi di gioco), nessun problema. Non vorrei che si trattasse proprio dei ddt."
8260,869,M,50-100,SPORTS,Schedina da compilare: 1) A.Bautista 2) C.Davies 3) J.Rea TaT: A.Bautista Antix: 9) L.Camier
8261,14,M,40-49,METAL-DETECTING,Questo penso sia il caso che ha descritto Sofocle visto che sembrerebbe avere i marchi ma quasi spariti
8262,788,M,20-29,ANIME,"Grazie ragazzi  cmq per quanto riguarda naruto ho già buttato un occhio diciamo XD per berserk ecc so che non li trattate,era giusto per esprimere i miei gusti e farvi capire al meglio come la penso e cosa mi piace ^^ Trigun l'ho già visto tutto,inoltre se vi può interessare posso postarvi 1 screen degli anime che ho così (piano piano) ve li uppo...ho 1tb di anime sul pc :O ps: non ho mai avuto 1 ''gruppo'' per cui fare cose del genere,quindi nn mi ci sono mai cimentato (o cementato visto che sono un geometra U_U). In caso vi interessasse mi dovreste spiegare 1 po' su che sito farlo e come funziona per avere 1 qualità buona"
8263,983,M,40-49,SPORTS,"Stringere le chiappe con Chiriches e Luperto a Salisburgo, meno male che non abbiamo preso gol grazie ad un Meret STRAORDINARIO, davvero avevo dimenticato a cosa servisse un portiere."
8264,334,F,30-39,ANIME,"ok se è un problema di continuità e coerenza evito quella forma e poi ho trovato pure  che forse visto che si tratta di un drago che sputa acqua è più adatta ma non lo so se anche questa è uguale all'altra anche se posso giocare comunque sulla variante di avere scaglie blu .  per il gigante ok era quello che voglio fare. o cielo mi piace poco però e mi inquieta anche se è il suo vero nome  e vorrei possibilmente evitarlo, posso chiamarlo al limite Drakon come suffisso per non citare sempre il nome per esteso che tanto sarebbe ""drago"" in inglese quindi non dovrebbe non essere coerente con il concept pg visto quanto detto, non è un nome ovviamente , ma per me andrebbe bene almeno per quando non trasformato. per le tecniche tutto chiaro."
8265,395,M,50-100,SPORTS,"Adesso tocca a me dirlo: aspetta e spera,"
8266,681,M,30-39,SPORTS,"a parte cercare il voto di , cosa possiamo evincere dalle esternazioni del PRESIDENTE DEL PARLAMENTO EUROPEO? Quale il nostro giudizio, visto anche quanto fatto in passato, sul politico Tajani?"
8267,446,M,20-29,SPORTS,"Hai sempre criticato l'attuale politica italiana e pensato che si potesse fare molto meglio? Pensi che il paese se fosse in mano ad altri sarebbe diverso? Pensi di poter fare meglio della CASTA? Con GDR.Italia puoi crearti una seconda vita da politico, giornalista, sindacalista, imprenditore, giurista, e tanto altro... Vieni anche tu nel più grande forum di simulazione autogestita di politica&co. Potrai iscriverti ad un partito, fondarne uno nuovo, dirigere un sindacato, redarre disegni di legge, organizzare grandi manifestazioni, meeting sui più svariati argomenti, condurre processi, gestire un'azienda, dirigere un giornale, fare satira e tanto altro... Clicca qui e iscriviti [per maggiori info chiedere all'interno o per mp agli amministratori]"
8268,811,M,40-49,SMOKE,Urba e Massewine [IMG] [/IMG] Lazzaro Santandrea [IMG] [/IMG] Paul Big Parties [IMG] [/IMG] Sior Zuccolo (Nostrano) [IMG] [/IMG] [IMG] [/IMG] Sior Zerbo (Nostrano) [IMG] [/IMG] [IMG] [/IMG] Marcello Bruschetti (EVO) [IMG] [/IMG]
8269,290,M,30-39,SMOKE,"Ieri per il mio compleanno ho fumato uno spettacolare Orciolo, buonisismo!"
8270,660,M,50-100,SPORTS,testuale è : ce so le seppie non pescandole io OVVIO che è rivolta al padellaro che è in te
8271,699,M,40-49,SPORTS,"bravo almeno le hai viste e presa, da noi anche con le loro nasse poco e niente!!!!!!!!!!!!!!"
8272,343,M,30-39,AUTO-MOTO,"aaaahhhh ehhh mi son sbagliato! Eh che le ultime, Sportster a parte fan tutte cagare! Questa allora fa cagare come quella appena uscita che ho visto Sabato! La FXDR"
8273,573,M,30-39,MEDICINE-AESTHETICS,"La supposizione è sui meccanismi della malattia, ma gli studi in doppio cieco hanno risultati constatabili. Ci sono delle aree grigie ancora da scoprire purtroppo, confidiamo che prima o poi la tecnologia e la ricerca trovino una soluzione."
8274,48,M,50-100,SMOKE,"Le canadesi mi hanno sempre attirato. In più peso piuma. Prima di Natale l'avrei sicuramente presa, ma adesso il piatto piange. Più avanti chissà, anche se in bacheca sono sicuro che resterà molto poco."
8275,472,M,50-100,NATURE,ultimamente tynipic da molti problemi da molti forum è stato tolto dalla piattaforma dal mio forum ad esempio il plugin tinypic non esiste piu ti consiglio di usare ffu nuvoletta azurra in alto a destra non so se questo forum ha il ridimensionamento automatico ma ffu ha anche le opzioni per ridimensionare spero di esserti stato utile
8276,399,M,40-49,AUTO-MOTO,Devi regolarlo mentre la voce del navigatore da le indicazioni.Cosi puoi alzare o abbassare il volume del navi
8277,897,M,0-19,ANIME,"Vespiquen  lv40 pv130 Abilità: Pressione Comandoscudo (+20 Dif. e Dif.Spec.) Gemmoforza (-88) Comandocura (+1/2 ps) Eterelama (-90, può far Tent.) Eterelama! tu K.O."
8278,449,M,50-100,AUTO-MOTO,A quanto pare sono l’unico ad avere avuto questo tipo di problema con i rulli misti. A questo punto mi viene da pensare che lo scarico abbia una valenza importante.
8279,455,M,30-39,AUTO-MOTO,"io l'unica cosa interessante che noto è che i 2.0 140cv manuale e automatico hanno una taratura della centralina diversa, il manuale ha un più di coppia in basso. Poi questi ovviamente sono i dati dichiarati che generalmente sono un po diversi dalla realtà."
8280,235,M,20-29,CELEBRITIES,Tutto che rimpiangono la Marcuzzi... Ma vi siete dimenticati del primo anno che conduceva il GF pure lei??? Tutti rimpiangevano la D'Urso come chi segue l'isola rimpiange Simona Ventura rispetto alla Marcuzzi... È normale che sia ancora inesperta la Blasi è il primo anno che fa!! Datele tempo e ci sorprenderà 😉😉
8281,205,M,20-29,ENTERTAINMENT,"il problema deacon e con questo imbecille ero """"""""""""""""""""""amico"""""""""""""""""""""""" da tanto tempo DI PERSONA e sapeva che io lo sgamavo , non so era convinto che io fossi idiota. , comunque guarda l'esorcista come tanti altri film è soggettivo a me può non far paura a te può farti mattonare dalla paura il bello dei film è questo , l'empatia"
8282,180,F,20-29,NATURE,L allevatrice mi ha consigliato di usarlo almeno tre giorni.. Quindi fino a domani. Tu che ne pensi?
8283,995,M,30-39,METAL-DETECTING,Sinceramente anche io quando l'ho trovato ho pensato subito ad un pezzo di qualche arma ma non sono molto ferrato in materia ..... Domani provo a fare una ricerca ..
8284,773,F,0-19,NATURE,"Stressati quanto ti pare, ma quando un pappagallo è stressato non perde solo le piume della testa  sicuramente si devono ancora ambientare, ma sono quasi certa che se le strappano tra di loro. Prova a dividerli"
8285,434,M,50-100,SMOKE,"Dei Brebbia in busta ne ho fumato alcune del n°8 e lo ricordo in modo positivo, anche se sono passati alcuni anni. l'ho trovato solo saltuariamente, penso sarebbe diventato uno dei miei tabacchi abituali. Se dovesse sparire, mi dispiacerebbe. Salvo"
8286,887,M,50-100,AUTO-MOTO,"Benvenuto tra noi! Bella scelta, non te ne pentirai"
8287,499,M,40-49,AUTO-MOTO,Vogliamo sapere la verità Snow.... Dove hai occultato il cadavere del collega?
8288,329,M,40-49,AUTO-MOTO,infatti un botto... era solo per prendere ispirazione 😅
8289,796,M,40-49,METAL-DETECTING,"grande zobel  come al solito, grazie a tutti per i complimenti alla prossima"
8290,751,M,30-39,AUTO-MOTO,Ieri sera ho trovato il download terminato... Stamattina Sd inserita e già vedo strade che prima non erano state aggiunte. Vediamo oggi di fare una prova pratica X valutare l'aggiornamento
